src,dst,weight,type
10650,16022,2.156,CITES
10650,16511,0.752,CITES
10650,16583,1.564,CITES
10650,16680,2.993,REFERENCES
10650,16687,2.021,COLLABORATES
10650,16688,1.577,CITES
10652,15580,3.611,REFERENCES
10653,13329,4.863,COLLABORATES
10653,14102,4.407,CITES
10654,12668,0.322,REFERENCES
10654,15554,0.379,CITES
10654,16601,0.134,CITES
10655,10754,1.719,REFERENCES
10655,17173,0.794,COLLABORATES
10656,10782,3.135,COLLABORATES
10658,14159,2.649,REFERENCES
10658,14536,1.288,REFERENCES
10658,14617,4.995,COLLABORATES
10658,14713,3.85,REFERENCES
10658,14891,1.359,REFERENCES
10658,15522,3.921,CITES
10659,11879,3.263,COLLABORATES
10659,14058,2.552,REFERENCES
10659,16026,0.829,COLLABORATES
10659,16210,1.809,CITES
10659,16972,2.625,CITES
10662,11159,1.927,CITES
10662,15485,1.548,COLLABORATES
10662,16704,0.822,REFERENCES
10663,11006,0.143,COLLABORATES
10665,11445,3.146,CITES
10665,11871,3.653,REFERENCES
10666,11447,3.947,COLLABORATES
10666,11680,0.116,COLLABORATES
10666,11770,1.61,CITES
10666,12349,0.438,CITES
10666,12397,1.229,CITES
10666,12719,0.216,REFERENCES
10666,12754,1.943,REFERENCES
10666,13416,2.511,REFERENCES
10666,13689,1.537,CITES
10666,14270,2.807,REFERENCES
10666,14527,2.707,REFERENCES
10666,15013,4.426,COLLABORATES
10666,16667,0.57,CITES
10666,16690,3.918,COLLABORATES
10667,10920,1.96,CITES
10667,16312,2.547,COLLABORATES
10668,12297,2.958,COLLABORATES
10668,12516,3.407,COLLABORATES
10668,12868,3.415,REFERENCES
10668,13822,3.311,COLLABORATES
10668,16820,0.939,COLLABORATES
10669,10717,2.806,CITES
10669,13027,1.45,REFERENCES
10670,16840,0.357,COLLABORATES
10671,12297,1.815,COLLABORATES
10671,12643,2.982,COLLABORATES
10671,13822,4.072,CITES
10672,14180,2.736,COLLABORATES
10672,14510,3.143,REFERENCES
10673,16763,4.245,COLLABORATES
10674,13723,3.527,CITES
10674,13844,3.541,CITES
10674,13907,0.696,COLLABORATES
10674,13937,3.316,REFERENCES
10675,13036,4.311,CITES
10675,14806,4.632,COLLABORATES
10676,11440,1.103,CITES
10676,12613,2.755,REFERENCES
10676,12625,0.76,CITES
10676,13135,4.125,CITES
10676,16116,4.585,COLLABORATES
10676,16588,4.105,CITES
10677,11713,2.652,REFERENCES
10677,12266,0.61,CITES
10677,12340,2.137,CITES
10677,12718,3.429,COLLABORATES
10677,13345,3.957,COLLABORATES
10677,13375,3.489,COLLABORATES
10677,14859,3.107,CITES
10678,16941,1.199,CITES
10678,17262,4.58,REFERENCES
10680,12384,4.337,REFERENCES
10680,12879,4.48,REFERENCES
10680,13846,2.674,CITES
10680,16684,3.179,COLLABORATES
10681,16778,4.848,CITES
10682,11500,1.122,CITES
10682,13207,4.67,CITES
10682,13919,3.771,REFERENCES
10682,15399,1.427,COLLABORATES
10683,11300,2.026,REFERENCES
10683,13784,2.868,CITES
10683,13813,0.624,REFERENCES
10683,13908,1.693,COLLABORATES
10683,14073,0.125,COLLABORATES
10683,14180,4.867,COLLABORATES
10683,15844,0.894,REFERENCES
10683,15868,0.335,REFERENCES
10684,15625,3.729,REFERENCES
10685,12950,4.746,REFERENCES
10685,16271,3.622,REFERENCES
10687,11227,4.018,REFERENCES
10687,16658,3.988,CITES
10687,16921,1.065,REFERENCES
10688,10787,4.928,COLLABORATES
10688,11300,1.376,CITES
10688,11590,1.615,REFERENCES
10688,12376,2.311,COLLABORATES
10688,12527,3.437,COLLABORATES
10688,13229,4.944,CITES
10688,13764,3.57,CITES
10688,13790,2.692,COLLABORATES
10688,14261,1.611,CITES
10688,14517,0.986,COLLABORATES
10688,14552,4.141,COLLABORATES
10688,16226,0.59,CITES
10688,16798,0.85,REFERENCES
10689,10787,2.842,CITES
10689,11300,1.437,REFERENCES
10689,11590,4.072,CITES
10689,12437,0.619,REFERENCES
10689,12527,2.337,CITES
10689,12915,0.971,CITES
10689,13278,3.479,COLLABORATES
10689,13443,0.817,CITES
10689,13541,1.855,CITES
10689,14577,3.073,REFERENCES
10689,14925,4.554,REFERENCES
10689,16234,2.811,CITES
10689,16315,1.573,CITES
10691,11040,1.572,REFERENCES
10691,11983,0.752,REFERENCES
10691,12222,0.385,CITES
10691,14142,0.366,REFERENCES
10691,16257,3.511,REFERENCES
10691,16454,4.298,COLLABORATES
10691,16908,0.979,COLLABORATES
10692,11990,1.419,COLLABORATES
10694,11623,4.507,COLLABORATES
10694,12071,0.444,REFERENCES
10694,13531,4.987,CITES
10694,14107,0.676,COLLABORATES
10694,15497,2.07,REFERENCES
10694,15800,1.658,REFERENCES
10694,16191,2.785,CITES
10694,16192,3.599,COLLABORATES
10694,17370,2.804,CITES
10694,17372,1.349,COLLABORATES
10695,10918,3.418,REFERENCES
10695,12845,3.304,CITES
10696,10824,4.658,CITES
10696,10955,1.942,COLLABORATES
10696,11491,4.344,REFERENCES
10696,11937,1.778,COLLABORATES
10696,13265,2.658,COLLABORATES
10696,13821,1.957,COLLABORATES
10696,14388,0.778,REFERENCES
10696,14551,3.072,COLLABORATES
10696,16759,1.731,COLLABORATES
10698,11419,2.931,REFERENCES
10698,12504,1.586,REFERENCES
10698,14857,0.969,COLLABORATES
10700,16553,2.836,REFERENCES
10701,11440,4.99,REFERENCES
10701,12568,4.889,CITES
10701,13747,0.544,REFERENCES
10701,14740,3.59,REFERENCES
10701,15246,3.226,CITES
10701,15360,4.248,CITES
10701,16274,3.818,CITES
10701,17429,1.766,COLLABORATES
10702,10776,3.605,COLLABORATES
10704,12429,4.235,COLLABORATES
10706,10783,0.448,CITES
10706,11282,4.162,CITES
10706,11290,4.646,CITES
10706,11664,2.924,CITES
10706,11687,1.225,REFERENCES
10706,12155,1.121,COLLABORATES
10706,13667,0.287,CITES
10706,15836,2.16,CITES
10706,17044,3.929,REFERENCES
10707,11242,4.78,COLLABORATES
10708,12540,3.791,COLLABORATES
10708,16499,3.573,REFERENCES
10708,17330,1.726,REFERENCES
10709,10787,2.438,REFERENCES
10709,11230,1.658,CITES
10709,11452,3.583,REFERENCES
10709,11645,1.88,COLLABORATES
10709,11987,4.31,CITES
10709,12533,1.925,REFERENCES
10709,12958,4.33,COLLABORATES
10709,13853,3.88,COLLABORATES
10709,13906,1.441,CITES
10709,14065,1.826,COLLABORATES
10709,14324,0.455,REFERENCES
10709,14476,2.891,REFERENCES
10709,14785,4.099,COLLABORATES
10709,15165,3.805,COLLABORATES
10709,15307,1.846,COLLABORATES
10709,15660,3.784,REFERENCES
10709,15979,4.087,REFERENCES
10709,16116,4.021,COLLABORATES
10709,16420,0.619,COLLABORATES
10709,16588,2.453,REFERENCES
10709,16780,1.415,CITES
10711,10913,3.785,CITES
10711,11040,2.044,COLLABORATES
10711,11466,3.394,REFERENCES
10711,11563,4.066,CITES
10711,11634,0.818,CITES
10711,11730,2.8,CITES
10711,12132,2.812,REFERENCES
10711,12222,0.441,CITES
10711,14645,3.779,CITES
10711,14960,3.734,CITES
10711,15690,3.421,COLLABORATES
10711,16240,1.736,COLLABORATES
10711,17257,3.289,REFERENCES
10711,17281,1.285,CITES
10712,16544,3.941,COLLABORATES
10712,16590,1.37,REFERENCES
10714,11014,2.38,REFERENCES
10714,11999,2.787,CITES
10714,14503,4.123,COLLABORATES
10714,15437,1.675,CITES
10716,11500,3.211,CITES
10716,12032,0.485,CITES
10717,12943,4.159,CITES
10717,13825,2.687,COLLABORATES
10717,15219,3.727,CITES
10717,15844,3.904,CITES
10718,10734,2.839,CITES
10718,13077,3.158,CITES
10718,13777,4.607,COLLABORATES
10718,16332,1.465,COLLABORATES
10718,16590,1.772,REFERENCES
10718,16931,2.249,COLLABORATES
10721,13802,1.255,COLLABORATES
10721,14762,4.684,COLLABORATES
10721,14790,1.544,CITES
10721,15034,3.187,CITES
10721,16975,1.481,COLLABORATES
10721,17380,1.732,REFERENCES
10722,11048,2.226,REFERENCES
10722,11249,1.041,REFERENCES
10722,11870,4.336,CITES
10722,12525,0.578,CITES
10722,13395,3.231,CITES
10722,13946,1.883,COLLABORATES
10722,14000,3.103,CITES
10722,14862,4.548,CITES
10722,15586,2.732,COLLABORATES
10722,15647,1.098,REFERENCES
10722,17207,4.371,COLLABORATES
10723,10810,4.023,REFERENCES
10723,11749,2.975,CITES
10723,12166,1.133,COLLABORATES
10723,12917,4.215,COLLABORATES
10723,13251,4.426,CITES
10723,13771,4.503,REFERENCES
10723,15791,3.148,REFERENCES
10724,11176,2.704,COLLABORATES
10724,11890,2.628,REFERENCES
10724,13113,2.194,COLLABORATES
10724,14282,2.431,COLLABORATES
10724,14838,3.78,CITES
10724,15948,1.773,COLLABORATES
10724,16980,1.498,REFERENCES
10724,17179,0.573,CITES
10725,11505,0.721,COLLABORATES
10725,12824,3.371,CITES
10725,14798,1.918,CITES
10725,14819,0.419,CITES
10725,16375,1.819,REFERENCES
10725,16905,4.015,COLLABORATES
10725,17268,4.176,CITES
10726,10783,3.011,REFERENCES
10726,11518,1.425,REFERENCES
10726,11754,1.854,CITES
10726,13029,3.371,COLLABORATES
10726,13050,3.308,REFERENCES
10726,14271,2.503,CITES
10726,14382,4.669,CITES
10726,14952,1.864,REFERENCES
10726,17022,3.546,CITES
10728,11043,0.76,COLLABORATES
10728,11288,1.741,REFERENCES
10728,13137,1.877,CITES
10728,13852,3.109,CITES
10728,14057,1.331,COLLABORATES
10728,14522,4.793,REFERENCES
10728,14966,2.565,REFERENCES
10728,14989,0.924,COLLABORATES
10728,15040,2.456,CITES
10728,16706,3.043,CITES
10728,17107,2.249,COLLABORATES
10729,11539,2.102,REFERENCES
10729,12144,3.192,COLLABORATES
10729,13581,0.493,CITES
10729,16624,0.558,REFERENCES
10730,12351,3.387,COLLABORATES
10730,14294,2.746,REFERENCES
10730,14555,0.67,REFERENCES
10730,16381,1.383,CITES
10731,10990,4.129,CITES
10731,11986,0.445,CITES
10731,12475,4.695,COLLABORATES
10731,13154,0.698,CITES
10731,13528,4.265,COLLABORATES
10731,14364,3.331,REFERENCES
10731,15404,0.873,COLLABORATES
10731,15436,0.917,COLLABORATES
10731,16096,0.874,REFERENCES
10731,16255,1.787,REFERENCES
10733,14430,2.245,COLLABORATES
10734,11157,3.839,CITES
10734,11492,3.306,COLLABORATES
10734,11941,4.89,REFERENCES
10734,11982,1.459,REFERENCES
10734,13246,2.205,CITES
10734,13784,0.586,COLLABORATES
10734,14105,3.707,REFERENCES
10734,14420,1.357,REFERENCES
10734,14752,0.71,REFERENCES
10734,16036,3.647,COLLABORATES
10734,16252,3.541,COLLABORATES
10734,17345,0.689,REFERENCES
10735,12295,1.929,CITES
10735,14198,4.92,COLLABORATES
10735,14947,0.262,REFERENCES
10736,15863,3.361,REFERENCES
10737,11393,0.318,REFERENCES
10737,11639,3.037,COLLABORATES
10737,12342,3.681,CITES
10737,12909,3.608,COLLABORATES
10737,13087,0.576,COLLABORATES
10737,13521,0.908,COLLABORATES
10737,15202,1.435,REFERENCES
10737,16351,1.436,REFERENCES
10737,16372,3.292,CITES
10738,11734,2.815,COLLABORATES
10738,12342,4.639,COLLABORATES
10738,12562,2.011,REFERENCES
10738,12610,1.195,COLLABORATES
10738,12664,2.124,COLLABORATES
10738,13076,4.76,COLLABORATES
10738,13886,3.28,REFERENCES
10738,14517,1.666,CITES
10738,16372,2.181,REFERENCES
10740,11094,2.099,CITES
10740,11318,1.217,REFERENCES
10740,11348,0.412,COLLABORATES
10740,11488,0.753,REFERENCES
10740,11825,1.358,COLLABORATES
10740,12703,1.124,REFERENCES
10740,13100,0.897,CITES
10740,13521,1.138,REFERENCES
10740,13702,0.241,COLLABORATES
10740,15121,3.571,REFERENCES
10740,15141,4.367,CITES
10740,15149,4.126,COLLABORATES
10740,15254,4.077,CITES
10740,15288,1.792,COLLABORATES
10740,15613,3.681,REFERENCES
10740,15614,2.21,COLLABORATES
10740,15823,1.966,REFERENCES
10740,15988,0.229,CITES
10740,17100,1.01,REFERENCES
10740,17161,3.598,CITES
10741,11373,4.716,REFERENCES
10741,13964,2.403,COLLABORATES
10741,15234,1.073,CITES
10741,15296,2.033,CITES
10741,15382,3.202,CITES
10741,15827,3.227,CITES
10741,17078,1.971,COLLABORATES
10741,17141,3.302,CITES
10742,17084,4.379,CITES
10743,11504,1.332,COLLABORATES
10743,15450,1.212,COLLABORATES
10743,15664,2.878,REFERENCES
10743,15911,3.014,COLLABORATES
10743,17076,2.491,CITES
10743,17166,3.993,CITES
10744,11524,1.754,CITES
10744,12058,2.572,REFERENCES
10744,15343,4.667,REFERENCES
10744,15879,3.183,REFERENCES
10745,11524,2.602,CITES
10745,11729,2.545,REFERENCES
10745,14238,1.339,REFERENCES
10745,14521,1.845,CITES
10745,14595,4.639,COLLABORATES
10745,14985,3.679,REFERENCES
10745,15008,0.718,COLLABORATES
10745,15154,0.182,CITES
10745,15243,4.807,REFERENCES
10745,15262,0.601,REFERENCES
10745,15517,4.58,REFERENCES
10745,15968,2.929,CITES
10745,16112,4.772,CITES
10745,16240,2.822,COLLABORATES
10745,16374,2.515,REFERENCES
10745,17162,2.831,REFERENCES
10746,10834,4.858,REFERENCES
10746,10852,2.653,COLLABORATES
10746,10861,4.51,REFERENCES
10746,10875,3.24,CITES
10746,11104,3.956,CITES
10746,11335,2.491,REFERENCES
10746,11348,0.218,REFERENCES
10746,11380,4.598,REFERENCES
10746,11488,1.586,REFERENCES
10746,12434,0.283,COLLABORATES
10746,12625,4.686,REFERENCES
10746,12626,0.142,CITES
10746,12876,1.366,COLLABORATES
10746,12967,1.354,COLLABORATES
10746,13503,4.466,CITES
10746,13504,4.789,REFERENCES
10746,13521,3.942,CITES
10746,13667,0.13,COLLABORATES
10746,13697,3.615,COLLABORATES
10746,13700,0.512,COLLABORATES
10746,14474,4.686,COLLABORATES
10746,15081,1.64,CITES
10746,15288,2.147,CITES
10746,15450,3.631,REFERENCES
10746,15823,2.346,COLLABORATES
10746,16075,4.761,CITES
10746,16538,1.984,CITES
10746,17161,4.809,COLLABORATES
10746,17175,2.863,REFERENCES
10747,15745,2.44,REFERENCES
10747,16524,2.36,CITES
10747,16608,0.188,COLLABORATES
10748,14705,3.468,CITES
10749,11724,1.012,COLLABORATES
10749,12814,3.45,COLLABORATES
10749,14987,0.563,CITES
10749,16014,4.89,REFERENCES
10749,17254,4.518,COLLABORATES
10751,13082,2.604,COLLABORATES
10751,15905,4.157,CITES
10753,13057,4.308,REFERENCES
10753,17097,2.058,COLLABORATES
10754,11379,2.931,REFERENCES
10754,13597,1.723,REFERENCES
10754,13684,4.684,COLLABORATES
10754,13702,1.252,REFERENCES
10754,14049,1.186,COLLABORATES
10754,14253,4.739,CITES
10754,14580,3.107,COLLABORATES
10754,15054,4.685,COLLABORATES
10754,15221,2.861,COLLABORATES
10754,15256,2.741,COLLABORATES
10754,16418,4.723,REFERENCES
10754,17045,4.886,REFERENCES
10754,17158,4.746,COLLABORATES
10754,17213,4.415,CITES
10756,13380,4.144,REFERENCES
10757,16062,1.449,CITES
10758,12816,2.749,COLLABORATES
10758,14037,1.869,CITES
10758,15980,4.708,COLLABORATES
10759,15576,1.838,REFERENCES
10759,16956,0.87,COLLABORATES
10760,14048,1.041,REFERENCES
10760,14482,2.727,COLLABORATES
10761,11426,4.598,CITES
10761,12028,1.855,REFERENCES
10761,12454,0.605,COLLABORATES
10761,12615,4.322,COLLABORATES
10761,13443,3.208,COLLABORATES
10761,14417,1.642,CITES
10761,14617,3.138,REFERENCES
10761,15590,1.018,COLLABORATES
10761,16476,2.745,CITES
10761,16702,4.042,COLLABORATES
10761,16838,2.75,COLLABORATES
10762,11305,4.319,REFERENCES
10762,11398,3.202,REFERENCES
10762,12082,3.924,REFERENCES
10762,13220,3.352,CITES
10762,14200,4.882,COLLABORATES
10762,14331,3.244,COLLABORATES
10762,14373,3.368,COLLABORATES
10762,16016,0.891,REFERENCES
10762,16229,1.425,COLLABORATES
10762,16565,3.435,COLLABORATES
10762,16605,1.599,REFERENCES
10762,16786,1.463,COLLABORATES
10762,16941,4.42,COLLABORATES
10762,17152,0.48,COLLABORATES
10763,13124,1.769,CITES
10763,14901,2.457,COLLABORATES
10764,16568,1.001,COLLABORATES
10764,16760,3.191,COLLABORATES
10765,16948,1.21,CITES
10765,17278,4.114,CITES
10766,13416,1.793,COLLABORATES
10766,16758,2.816,REFERENCES
10767,11156,2.758,CITES
10767,11176,0.737,REFERENCES
10767,14587,1.654,CITES
10767,15371,2.665,REFERENCES
10768,10898,2.7,CITES
10771,15875,4.958,REFERENCES
10772,11491,0.231,COLLABORATES
10772,14186,1.467,REFERENCES
10772,16513,4.018,CITES
10773,11201,0.513,REFERENCES
10773,11204,1.072,REFERENCES
10773,12956,4.571,COLLABORATES
10773,15745,4.361,REFERENCES
10773,16379,0.252,COLLABORATES
10774,12014,1.147,COLLABORATES
10775,10889,1.786,CITES
10775,11039,4.538,COLLABORATES
10775,11216,1.362,CITES
10775,11319,2.238,REFERENCES
10775,12439,1.211,REFERENCES
10775,12534,4.457,COLLABORATES
10775,12634,1.735,COLLABORATES
10775,12735,0.941,REFERENCES
10775,13016,3.719,CITES
10775,13086,3.717,CITES
10775,13239,1.731,CITES
10775,13921,1.259,REFERENCES
10775,13941,3.371,COLLABORATES
10775,14835,0.312,REFERENCES
10775,15089,4.454,REFERENCES
10775,15847,3.021,COLLABORATES
10775,15870,1.615,CITES
10775,16381,2.391,REFERENCES
10775,16504,2.237,REFERENCES
10775,16512,2.796,REFERENCES
10775,16551,2.014,REFERENCES
10775,16627,1.76,CITES
10775,16780,4.638,COLLABORATES
10775,17312,4.975,CITES
10777,12670,1.078,CITES
10777,12738,0.781,COLLABORATES
10777,12742,2.929,COLLABORATES
10777,14422,4.91,COLLABORATES
10777,15974,1.008,COLLABORATES
10777,16296,2.094,CITES
10778,14200,3.001,REFERENCES
10779,13413,0.227,CITES
10779,13632,4.768,REFERENCES
10779,17220,0.928,REFERENCES
10781,11190,4.779,CITES
10781,11708,2.694,COLLABORATES
10781,12158,1.103,COLLABORATES
10781,12211,2.687,CITES
10781,13067,0.148,CITES
10781,13350,2.899,CITES
10781,13631,0.759,REFERENCES
10781,13751,2.383,CITES
10781,13999,2.042,REFERENCES
10781,15487,4.796,REFERENCES
10781,17235,0.608,REFERENCES
10782,14892,0.977,REFERENCES
10783,10873,0.961,REFERENCES
10783,10998,1.169,CITES
10783,11176,1.274,COLLABORATES
10783,11216,3.581,REFERENCES
10783,12044,4.412,REFERENCES
10783,12122,3.532,COLLABORATES
10783,12538,2.002,REFERENCES
10783,12609,3.504,CITES
10783,12873,0.83,COLLABORATES
10783,12994,3.359,REFERENCES
10783,13518,4.203,COLLABORATES
10783,13569,1.239,REFERENCES
10783,13642,2.037,REFERENCES
10783,14103,1.138,COLLABORATES
10783,14417,0.688,COLLABORATES
10783,14952,4.162,COLLABORATES
10783,15243,3.116,CITES
10783,15288,1.99,CITES
10783,15831,0.825,REFERENCES
10783,15985,3.877,REFERENCES
10783,16047,1.986,CITES
10783,16214,4.283,COLLABORATES
10783,16706,2.597,REFERENCES
10783,16963,1.901,REFERENCES
10783,17033,1.945,REFERENCES
10783,17114,0.598,CITES
10784,11754,4.47,COLLABORATES
10784,12254,3.09,COLLABORATES
10784,12929,4.799,CITES
10785,11609,1.743,REFERENCES
10786,12610,1.569,REFERENCES
10786,12734,3.215,REFERENCES
10786,13087,4.611,REFERENCES
10786,14537,0.973,CITES
10786,16351,0.17,REFERENCES
10787,11230,1.019,REFERENCES
10787,11300,1.227,COLLABORATES
10787,11735,2.663,COLLABORATES
10787,12527,1.134,CITES
10787,12913,4.366,COLLABORATES
10787,13259,0.628,REFERENCES
10787,13278,1.156,COLLABORATES
10787,13443,3.816,REFERENCES
10787,13586,0.883,CITES
10787,13764,4.665,COLLABORATES
10787,13790,3.616,COLLABORATES
10787,13853,1.668,CITES
10787,13906,3.093,REFERENCES
10787,14010,3.746,CITES
10787,14261,2.185,COLLABORATES
10787,14517,2.076,CITES
10787,14552,1.378,COLLABORATES
10787,14690,3.956,CITES
10787,14925,0.412,REFERENCES
10787,15338,3.26,CITES
10787,15631,1.09,COLLABORATES
10787,15660,1.709,CITES
10787,16798,2.052,COLLABORATES
10793,11729,3.687,REFERENCES
10793,11887,3.18,COLLABORATES
10793,12132,1.389,COLLABORATES
10793,14185,2.6,COLLABORATES
10793,14909,1.779,CITES
10793,15360,0.342,REFERENCES
10793,16756,4.705,REFERENCES
10795,11909,1.627,CITES
10796,11890,3.292,CITES
10796,13784,4.471,CITES
10796,13852,0.489,REFERENCES
10796,14102,2.822,REFERENCES
10796,14697,3.684,REFERENCES
10796,14919,0.193,CITES
10796,15087,1.4,REFERENCES
10796,15334,4.366,REFERENCES
10796,15362,2.245,REFERENCES
10796,15514,0.237,CITES
10796,15800,0.83,COLLABORATES
10796,15985,1.004,CITES
10798,12336,2.653,REFERENCES
10798,13262,4.579,REFERENCES
10798,13330,1.608,CITES
10799,16455,0.659,REFERENCES
10799,16643,2.298,COLLABORATES
10799,16800,2.467,CITES
10799,16834,2.98,CITES
10799,17415,0.993,CITES
10800,15714,4.133,REFERENCES
10801,10833,2.345,REFERENCES
10801,10990,0.695,REFERENCES
10801,11525,2.781,CITES
10801,12109,2.917,CITES
10801,12607,2.676,COLLABORATES
10801,12993,0.34,CITES
10801,13397,1.87,CITES
10801,13759,1.041,CITES
10801,14215,2.432,COLLABORATES
10801,15169,3.84,REFERENCES
10801,16788,0.986,REFERENCES
10801,16934,0.815,CITES
10801,17015,4.459,CITES
10801,17082,4.538,COLLABORATES
10802,13701,2.686,COLLABORATES
10803,12625,3.646,REFERENCES
10803,14065,4.965,COLLABORATES
10803,16116,3.001,COLLABORATES
10804,11395,3.75,REFERENCES
10804,16130,1.016,COLLABORATES
10805,11129,0.939,COLLABORATES
10806,13077,1.309,CITES
10807,12286,1.943,COLLABORATES
10807,12317,3.615,REFERENCES
10807,13450,4.384,COLLABORATES
10807,13487,3.959,CITES
10807,16197,2.428,REFERENCES
10807,16375,3.403,REFERENCES
10807,16553,0.92,COLLABORATES
10807,17427,3.558,COLLABORATES
10809,12822,2.162,REFERENCES
10809,13944,3.081,COLLABORATES
10811,11413,3.51,CITES
10811,13066,3.833,COLLABORATES
10811,14489,1.259,CITES
10811,16271,3.9,CITES
10812,11917,0.965,COLLABORATES
10812,11981,4.104,REFERENCES
10812,12645,4.297,REFERENCES
10814,14760,3.613,REFERENCES
10814,15916,4.61,REFERENCES
10814,16076,0.416,CITES
10814,16337,3.524,REFERENCES
10814,16578,0.665,CITES
10814,17417,2.696,COLLABORATES
10815,11040,0.721,CITES
10815,11510,4.29,CITES
10815,11634,2.707,REFERENCES
10815,11887,0.822,COLLABORATES
10815,11983,2.979,CITES
10815,16912,1.313,COLLABORATES
10817,12847,4.84,REFERENCES
10818,11519,0.492,COLLABORATES
10819,11098,0.81,COLLABORATES
10819,11504,0.287,CITES
10819,13503,0.107,REFERENCES
10819,13516,1.708,REFERENCES
10819,13523,2.715,CITES
10819,14664,1.764,COLLABORATES
10819,15243,0.558,REFERENCES
10819,15664,4.62,CITES
10819,15834,2.493,CITES
10819,15911,1.805,CITES
10819,16547,3.016,COLLABORATES
10819,17077,0.794,COLLABORATES
10819,17160,1.161,COLLABORATES
10819,17166,1.403,CITES
10819,17206,1.802,COLLABORATES
10820,11575,3.748,REFERENCES
10820,13684,4.338,CITES
10820,13702,4.725,COLLABORATES
10820,14266,1.229,CITES
10820,15054,4.023,REFERENCES
10820,15256,1.232,CITES
10820,17045,1.977,CITES
10822,11390,3.069,REFERENCES
10822,15456,0.679,COLLABORATES
10823,17142,4.78,COLLABORATES
10824,10870,3.079,CITES
10824,11572,1.667,COLLABORATES
10824,11574,0.69,REFERENCES
10824,12437,1.728,REFERENCES
10824,13504,0.901,CITES
10824,13514,0.871,REFERENCES
10824,13524,2.602,REFERENCES
10824,14239,0.208,CITES
10824,15262,4.043,CITES
10824,15299,2.31,COLLABORATES
10824,15827,2.579,CITES
10824,16381,2.177,CITES
10824,17066,4.615,COLLABORATES
10824,17080,3.162,REFERENCES
10825,15066,1.599,CITES
10825,17167,4.403,CITES
10826,14257,0.927,CITES
10826,17064,1.98,COLLABORATES
10826,17165,3.342,CITES
10827,12385,1.943,COLLABORATES
10827,12670,4.639,REFERENCES
10827,12738,1.269,COLLABORATES
10827,14171,2.758,REFERENCES
10827,14782,0.608,REFERENCES
10827,15974,4.078,CITES
10829,17298,0.127,COLLABORATES
10829,17318,1.368,COLLABORATES
10831,11832,4.426,CITES
10831,12736,4.802,CITES
10831,14020,4.82,COLLABORATES
10831,17041,1.158,CITES
10832,13660,2.09,REFERENCES
10832,14569,4.882,REFERENCES
10832,16121,4.166,CITES
10832,17271,0.948,REFERENCES
10833,11820,0.712,CITES
10833,12370,4.911,COLLABORATES
10833,12812,4.6,REFERENCES
10833,15169,4.837,COLLABORATES
10833,16788,1.427,CITES
10834,10861,0.744,COLLABORATES
10834,10870,4.505,CITES
10834,11281,1.876,COLLABORATES
10834,11318,2.67,COLLABORATES
10834,11360,3.629,CITES
10834,12516,0.547,REFERENCES
10834,12703,1.595,REFERENCES
10834,13209,0.748,COLLABORATES
10834,13331,3.615,REFERENCES
10834,13504,1.634,REFERENCES
10834,13525,4.824,CITES
10834,15267,3.796,COLLABORATES
10834,15288,3.505,COLLABORATES
10834,15613,0.143,CITES
10834,15823,1.087,CITES
10834,15830,2.528,CITES
10834,15988,2.408,CITES
10834,16528,2.112,CITES
10834,17161,1.752,COLLABORATES
10834,17169,1.061,CITES
10834,17210,3.024,REFERENCES
10835,12560,4.539,COLLABORATES
10835,12848,2.87,REFERENCES
10835,16164,3.056,CITES
10836,14945,1.636,REFERENCES
10836,16541,3.686,REFERENCES
10837,14297,4.552,COLLABORATES
10837,14568,2.36,REFERENCES
10837,15011,2.866,CITES
10837,15941,1.802,CITES
10837,16561,2.464,COLLABORATES
10837,17183,0.925,CITES
10840,11099,3.955,COLLABORATES
10840,11380,4.656,COLLABORATES
10840,11432,2.652,CITES
10840,14233,4.068,CITES
10840,15293,2.262,REFERENCES
10840,15428,3.92,COLLABORATES
10840,17078,4.208,REFERENCES
10842,13034,2.199,CITES
10842,15254,4.545,COLLABORATES
10842,16253,2.181,COLLABORATES
10842,16760,4.362,COLLABORATES
10843,14235,3.552,REFERENCES
10844,11427,4.982,CITES
10844,16533,4.998,COLLABORATES
10845,11453,0.265,CITES
10845,15292,1.205,CITES
10845,15421,1.834,REFERENCES
10846,15348,4.032,REFERENCES
10847,15955,0.929,REFERENCES
10849,10852,4.036,REFERENCES
10851,11323,1.389,CITES
10851,11759,0.464,CITES
10851,13701,2.34,COLLABORATES
10852,10857,0.237,COLLABORATES
10852,10875,3.91,REFERENCES
10852,11104,3.437,REFERENCES
10852,11124,1.011,COLLABORATES
10852,11149,2.597,REFERENCES
10852,11341,1.479,COLLABORATES
10852,11446,0.565,REFERENCES
10852,11634,4.825,REFERENCES
10852,11810,4.418,REFERENCES
10852,12222,0.27,COLLABORATES
10852,12434,4.975,CITES
10852,12625,0.676,REFERENCES
10852,12762,0.388,CITES
10852,12942,3.037,REFERENCES
10852,12967,2.625,REFERENCES
10852,13081,2.417,COLLABORATES
10852,13115,1.913,REFERENCES
10852,13142,3.303,CITES
10852,13389,1.194,REFERENCES
10852,13516,1.541,COLLABORATES
10852,13682,1.199,REFERENCES
10852,13697,3.623,COLLABORATES
10852,13831,4.449,CITES
10852,14223,1.084,REFERENCES
10852,14246,1.213,CITES
10852,14606,1.282,CITES
10852,14903,2.319,REFERENCES
10852,15022,3.114,COLLABORATES
10852,15265,3.258,COLLABORATES
