id,name,category,year,score
12223,Entity_12223,Biology,2013,99.69
12224,Entity_12224,Physics,2024,75.3
12225,Entity_12225,Economics,2010,91.69
12226,Entity_12226,Engineering,2017,21.74
12227,Entity_12227,Physics,2010,72.26
12228,Entity_12228,Physics,2015,53.4
12229,Entity_12229,Mathematics,2016,33.8
12230,Entity_12230,Physics,2013,77.28
12231,Entity_12231,Engineering,2017,48.73
12232,Entity_12232,Physics,2010,68.02
12233,Entity_12233,ComputerScience,2016,50.02
12234,Entity_12234,Economics,2017,11.72
12235,Entity_12235,Physics,2023,42.15
12236,Entity_12236,Mathematics,2014,55.2
12237,Entity_12237,Engineering,2012,2.25
12238,Entity_12238,ComputerScience,2012,27.0
12239,Entity_12239,ComputerScience,2012,95.44
12240,Entity_12240,Mathematics,2015,32.8
12241,Entity_12241,Engineering,2010,99.68
12242,Entity_12242,Mathematics,2019,99.26
12243,Entity_12243,Economics,2021,72.27
12244,Entity_12244,Engineering,2019,59.03
12245,Entity_12245,Economics,2023,21.67
12246,Entity_12246,Biology,2016,63.48
12247,Entity_12247,Physics,2018,51.49
12248,Entity_12248,Physics,2014,38.37
12249,Entity_12249,Biology,2013,2.31
12250,Entity_12250,Mathematics,2013,53.09
12251,Entity_12251,Engineering,2010,3.72
12252,Entity_12252,Economics,2011,29.81
12253,Entity_12253,Mathematics,2012,61.89
12254,Entity_12254,Economics,2024,23.38
12255,Entity_12255,ComputerScience,2017,69.47
12256,Entity_12256,Engineering,2014,11.53
12257,Entity_12257,Economics,2019,96.22
12258,Entity_12258,Biology,2015,99.05
12259,Entity_12259,Biology,2022,39.36
12260,Entity_12260,Economics,2019,50.16
12261,Entity_12261,Physics,2015,10.88
12262,Entity_12262,Economics,2022,38.38
12263,Entity_12263,Physics,2015,16.37
12264,Entity_12264,Mathematics,2020,41.02
12265,Entity_12265,ComputerScience,2012,13.61
12266,Entity_12266,ComputerScience,2012,23.22
12267,Entity_12267,Mathematics,2010,37.86
12268,Entity_12268,Engineering,2017,45.71
12269,Entity_12269,ComputerScience,2012,36.58
12270,Entity_12270,Engineering,2015,52.35
12271,Entity_12271,Engineering,2010,82.78
12272,Entity_12272,ComputerScience,2024,52.14
12273,Entity_12273,Engineering,2012,77.45
12274,Entity_12274,Economics,2024,90.91
12275,Entity_12275,Mathematics,2011,41.87
12276,Entity_12276,Biology,2010,71.25
12277,Entity_12277,ComputerScience,2023,18.79
12278,Entity_12278,Economics,2012,49.29
12279,Entity_12279,Economics,2014,77.36
12280,Entity_12280,Biology,2020,61.81
12281,Entity_12281,Economics,2018,38.78
12282,Entity_12282,Physics,2016,9.21
12283,Entity_12283,Physics,2017,39.7
12284,Entity_12284,Mathematics,2023,55.61
12285,Entity_12285,Mathematics,2014,30.99
12286,Entity_12286,ComputerScience,2012,16.85
12287,Entity_12287,Mathematics,2021,55.98
12288,Entity_12288,Mathematics,2018,54.88
12289,Entity_12289,Biology,2013,72.69
12290,Entity_12290,Physics,2023,46.69
12291,Entity_12291,Biology,2011,30.72
12292,Entity_12292,ComputerScience,2013,94.36
12293,Entity_12293,ComputerScience,2024,53.77
12294,Entity_12294,Engineering,2012,38.65
12295,Entity_12295,Biology,2020,59.13
12296,Entity_12296,ComputerScience,2024,27.09
12297,Entity_12297,ComputerScience,2019,76.46
12298,Entity_12298,Engineering,2019,41.47
12299,Entity_12299,Biology,2011,3.43
12300,Entity_12300,Biology,2024,78.47
12301,Entity_12301,ComputerScience,2023,50.63
12302,Entity_12302,Engineering,2011,83.25
12303,Entity_12303,Economics,2022,80.16
12304,Entity_12304,Physics,2021,32.22
12305,Entity_12305,Biology,2020,67.98
12306,Entity_12306,Physics,2024,31.07
12307,Entity_12307,Biology,2016,56.46
12308,Entity_12308,Engineering,2022,21.93
12309,Entity_12309,ComputerScience,2010,22.82
12310,Entity_12310,ComputerScience,2014,10.23
12311,Entity_12311,ComputerScience,2018,11.26
12312,Entity_12312,Economics,2020,11.25
12313,Entity_12313,ComputerScience,2015,92.24
12314,Entity_12314,Engineering,2021,23.91
12315,Entity_12315,Mathematics,2020,12.47
12316,Entity_12316,Economics,2020,1.22
12317,Entity_12317,Mathematics,2017,4.82
12318,Entity_12318,Mathematics,2016,1.13
12319,Entity_12319,Engineering,2014,79.45
12320,Entity_12320,Biology,2017,10.91
12321,Entity_12321,Engineering,2023,50.83
12322,Entity_12322,Economics,2013,7.85
12323,Entity_12323,Physics,2011,27.0
12324,Entity_12324,Mathematics,2022,91.13
12325,Entity_12325,Mathematics,2015,47.91
12326,Entity_12326,Physics,2017,33.48
12327,Entity_12327,Biology,2019,27.61
12328,Entity_12328,ComputerScience,2017,72.84
12329,Entity_12329,ComputerScience,2013,22.26
12330,Entity_12330,Biology,2014,26.57
12331,Entity_12331,Engineering,2019,61.73
12332,Entity_12332,Economics,2017,1.37
12333,Entity_12333,Physics,2013,61.24
12334,Entity_12334,Engineering,2013,39.93
12335,Entity_12335,Economics,2014,9.81
12336,Entity_12336,Engineering,2016,96.38
12337,Entity_12337,ComputerScience,2010,83.51
12338,Entity_12338,ComputerScience,2013,17.62
12339,Entity_12339,Biology,2015,24.14
12340,Entity_12340,ComputerScience,2021,64.94
12341,Entity_12341,ComputerScience,2015,49.4
12342,Entity_12342,Biology,2013,9.67
12343,Entity_12343,ComputerScience,2011,3.65
12344,Entity_12344,Economics,2019,41.2
12345,Entity_12345,Mathematics,2014,41.29
12346,Entity_12346,ComputerScience,2012,32.89
12347,Entity_12347,Biology,2010,39.46
12348,Entity_12348,Mathematics,2010,7.08
12349,Entity_12349,Biology,2014,95.11
12350,Entity_12350,Biology,2017,60.35
12351,Entity_12351,Economics,2016,77.71
12352,Entity_12352,Engineering,2019,81.81
12353,Entity_12353,Economics,2014,51.37
12354,Entity_12354,Economics,2011,47.26
12355,Entity_12355,Engineering,2013,41.12
12356,Entity_12356,ComputerScience,2010,98.83
12357,Entity_12357,Biology,2022,47.38
12358,Entity_12358,ComputerScience,2017,49.14
12359,Entity_12359,Physics,2020,48.57
12360,Entity_12360,Economics,2024,31.68
12361,Entity_12361,Physics,2022,21.0
12362,Entity_12362,ComputerScience,2017,53.25
12363,Entity_12363,ComputerScience,2024,88.61
12364,Entity_12364,Biology,2011,57.8
12365,Entity_12365,Biology,2023,6.16
12366,Entity_12366,ComputerScience,2014,61.99
12367,Entity_12367,Physics,2024,10.19
12368,Entity_12368,Mathematics,2014,9.53
12369,Entity_12369,Mathematics,2015,85.07
12370,Entity_12370,Biology,2017,28.65
12371,Entity_12371,Physics,2013,66.89
12372,Entity_12372,Economics,2014,66.7
12373,Entity_12373,Engineering,2016,98.51
12374,Entity_12374,Mathematics,2015,94.07
12375,Entity_12375,Physics,2019,98.58
12376,Entity_12376,Biology,2022,68.29
12377,Entity_12377,Physics,2021,24.18
12378,Entity_12378,Physics,2024,1.12
12379,Entity_12379,ComputerScience,2014,62.1
12380,Entity_12380,Economics,2019,18.83
12381,Entity_12381,Engineering,2016,98.01
12382,Entity_12382,Physics,2021,39.21
12383,Entity_12383,ComputerScience,2021,61.73
12384,Entity_12384,Engineering,2023,46.18
12385,Entity_12385,ComputerScience,2017,22.43
12386,Entity_12386,Economics,2023,31.04
12387,Entity_12387,Biology,2021,91.39
12388,Entity_12388,Mathematics,2018,50.04
12389,Entity_12389,Engineering,2012,92.98
12390,Entity_12390,Physics,2022,74.88
12391,Entity_12391,Economics,2023,35.55
12392,Entity_12392,Economics,2016,85.92
12393,Entity_12393,Engineering,2013,83.72
12394,Entity_12394,Physics,2023,48.44
12395,Entity_12395,Biology,2018,45.87
12396,Entity_12396,ComputerScience,2014,70.43
12397,Entity_12397,Physics,2014,58.07
12398,Entity_12398,ComputerScience,2024,76.75
12399,Entity_12399,Economics,2016,44.59
12400,Entity_12400,ComputerScience,2016,1.58
12401,Entity_12401,Mathematics,2018,64.47
12402,Entity_12402,Biology,2023,23.67
12403,Entity_12403,Mathematics,2017,61.14
12404,Entity_12404,ComputerScience,2024,71.99
12405,Entity_12405,Biology,2012,34.56
12406,Entity_12406,Biology,2021,81.34
12407,Entity_12407,Economics,2019,19.61
12408,Entity_12408,Mathematics,2022,27.03
12409,Entity_12409,Mathematics,2016,21.65
12410,Entity_12410,Economics,2018,69.7
12411,Entity_12411,Biology,2010,11.06
12412,Entity_12412,Mathematics,2020,97.74
12413,Entity_12413,Engineering,2015,36.7
12414,Entity_12414,ComputerScience,2023,87.52
12415,Entity_12415,Economics,2021,24.5
12416,Entity_12416,Engineering,2012,48.07
12417,Entity_12417,ComputerScience,2021,54.56
12418,Entity_12418,Biology,2016,95.42
12419,Entity_12419,Economics,2012,36.85
12420,Entity_12420,Physics,2019,83.54
12421,Entity_12421,Engineering,2010,33.6
12422,Entity_12422,Economics,2024,18.19
12423,Entity_12423,ComputerScience,2010,5.74
12424,Entity_12424,ComputerScience,2022,95.88
12425,Entity_12425,ComputerScience,2020,77.3
12426,Entity_12426,ComputerScience,2011,81.98
12427,Entity_12427,Biology,2011,42.11
12428,Entity_12428,Economics,2017,20.06
12429,Entity_12429,Mathematics,2022,25.99
12430,Entity_12430,Engineering,2019,63.05
12431,Entity_12431,ComputerScience,2012,94.81
12432,Entity_12432,Physics,2010,5.64
12433,Entity_12433,Engineering,2018,51.69
12434,Entity_12434,Engineering,2022,20.13
12435,Entity_12435,Mathematics,2020,97.18
12436,Entity_12436,Economics,2019,6.07
12437,Entity_12437,Engineering,2020,95.06
12438,Entity_12438,Engineering,2023,56.51
12439,Entity_12439,Biology,2017,13.66
12440,Entity_12440,Engineering,2024,22.59
12441,Entity_12441,ComputerScience,2014,66.87
12442,Entity_12442,Economics,2011,49.89
12443,Entity_12443,Biology,2020,25.26
12444,Entity_12444,Biology,2023,90.2
12445,Entity_12445,Mathematics,2015,72.74
12446,Entity_12446,ComputerScience,2019,14.71
12447,Entity_12447,ComputerScience,2022,99.14
12448,Entity_12448,Economics,2012,88.0
12449,Entity_12449,ComputerScience,2016,22.12
12450,Entity_12450,ComputerScience,2018,73.0
12451,Entity_12451,Biology,2023,29.46
12452,Entity_12452,Biology,2016,7.25
12453,Entity_12453,Engineering,2020,97.5
12454,Entity_12454,Physics,2023,3.88
12455,Entity_12455,Physics,2016,26.92
12456,Entity_12456,ComputerScience,2021,63.15
12457,Entity_12457,Economics,2013,42.93
12458,Entity_12458,Physics,2015,91.39
12459,Entity_12459,Economics,2019,7.55
12460,Entity_12460,Biology,2016,28.12
12461,Entity_12461,Physics,2012,23.31
12462,Entity_12462,Economics,2020,7.7
12463,Entity_12463,Economics,2021,23.58
12464,Entity_12464,Physics,2015,14.85
12465,Entity_12465,Economics,2012,88.67
12466,Entity_12466,Engineering,2022,40.83
12467,Entity_12467,Biology,2024,11.07
12468,Entity_12468,Biology,2024,60.65
12469,Entity_12469,Biology,2019,26.74
12470,Entity_12470,Economics,2019,32.77
12471,Entity_12471,Physics,2024,19.46
12472,Entity_12472,Physics,2024,61.88
12473,Entity_12473,Mathematics,2014,30.83
12474,Entity_12474,Economics,2014,76.25
12475,Entity_12475,Physics,2022,92.26
12476,Entity_12476,Engineering,2016,76.91
12477,Entity_12477,Engineering,2018,44.07
12478,Entity_12478,ComputerScience,2023,97.23
12479,Entity_12479,ComputerScience,2011,31.6
12480,Entity_12480,Physics,2013,5.59
12481,Entity_12481,Mathematics,2010,60.89
12482,Entity_12482,Economics,2010,32.73
12483,Entity_12483,Biology,2017,9.43
12484,Entity_12484,Mathematics,2015,70.55
12485,Entity_12485,Economics,2020,66.33
12486,Entity_12486,Engineering,2010,77.32
12487,Entity_12487,Biology,2021,88.99
12488,Entity_12488,Biology,2018,48.41
12489,Entity_12489,Economics,2010,18.0
12490,Entity_12490,Mathematics,2019,10.7
12491,Entity_12491,Physics,2010,71.61
12492,Entity_12492,Mathematics,2016,95.42
12493,Entity_12493,Biology,2012,12.51
12494,Entity_12494,Physics,2024,72.72
12495,Entity_12495,Biology,2016,72.76
12496,Entity_12496,Physics,2012,19.84
12497,Entity_12497,Economics,2014,8.17
12498,Entity_12498,ComputerScience,2012,62.63
12499,Entity_12499,Mathematics,2020,62.3
12500,Entity_12500,Economics,2017,47.37
12501,Entity_12501,Physics,2021,46.08
12502,Entity_12502,Economics,2013,60.56
12503,Entity_12503,Mathematics,2017,85.42
12504,Entity_12504,Mathematics,2022,35.28
12505,Entity_12505,Economics,2020,81.8
12506,Entity_12506,Mathematics,2021,45.69
12507,Entity_12507,Engineering,2011,8.28
12508,Entity_12508,Biology,2020,22.44
12509,Entity_12509,Biology,2024,46.15
12510,Entity_12510,Physics,2021,53.24
12511,Entity_12511,Physics,2015,39.9
12512,Entity_12512,Engineering,2017,86.42
12513,Entity_12513,ComputerScience,2011,16.87
12514,Entity_12514,Economics,2014,73.3
12515,Entity_12515,Physics,2013,21.59
12516,Entity_12516,ComputerScience,2018,5.25
12517,Entity_12517,Biology,2013,4.18
12518,Entity_12518,Economics,2021,15.47
12519,Entity_12519,Physics,2020,26.02
12520,Entity_12520,Engineering,2018,14.79
12521,Entity_12521,Biology,2013,96.19
12522,Entity_12522,Physics,2022,11.95
12523,Entity_12523,Biology,2020,71.9
12524,Entity_12524,Economics,2013,9.24
12525,Entity_12525,Engineering,2017,23.72
12526,Entity_12526,Biology,2015,76.49
12527,Entity_12527,Mathematics,2018,35.54
12528,Entity_12528,Physics,2010,47.72
12529,Entity_12529,ComputerScience,2011,62.1
12530,Entity_12530,ComputerScience,2018,30.2
12531,Entity_12531,Economics,2017,26.09
12532,Entity_12532,Engineering,2011,44.25
12533,Entity_12533,Engineering,2012,49.52
12534,Entity_12534,Engineering,2016,76.44
12535,Entity_12535,Physics,2020,40.16
12536,Entity_12536,ComputerScience,2012,62.85
12537,Entity_12537,Engineering,2015,35.99
12538,Entity_12538,ComputerScience,2020,71.23
12539,Entity_12539,ComputerScience,2015,88.62
12540,Entity_12540,ComputerScience,2018,12.37
12541,Entity_12541,Mathematics,2021,54.24
12542,Entity_12542,Mathematics,2021,13.76
12543,Entity_12543,Biology,2024,18.12
12544,Entity_12544,Engineering,2010,2.27
12545,Entity_12545,Biology,2010,99.61
12546,Entity_12546,Physics,2012,24.82
12547,Entity_12547,ComputerScience,2012,74.84
12548,Entity_12548,Economics,2013,1.28
12549,Entity_12549,Physics,2020,27.9
12550,Entity_12550,Physics,2024,82.11
12551,Entity_12551,Mathematics,2013,99.58
12552,Entity_12552,Mathematics,2022,21.27
12553,Entity_12553,ComputerScience,2016,76.98
12554,Entity_12554,Physics,2023,95.71
12555,Entity_12555,ComputerScience,2023,61.01
12556,Entity_12556,Biology,2021,40.24
12557,Entity_12557,ComputerScience,2016,84.18
12558,Entity_12558,Biology,2019,39.17
12559,Entity_12559,Economics,2017,72.96
12560,Entity_12560,Mathematics,2010,25.62
12561,Entity_12561,ComputerScience,2014,38.01
12562,Entity_12562,Mathematics,2011,94.34
12563,Entity_12563,Biology,2011,44.15
12564,Entity_12564,Mathematics,2019,46.97
12565,Entity_12565,ComputerScience,2020,55.11
12566,Entity_12566,Mathematics,2022,73.7
12567,Entity_12567,Economics,2010,10.89
12568,Entity_12568,Engineering,2020,10.4
12569,Entity_12569,Biology,2014,15.13
12570,Entity_12570,Biology,2023,69.64
12571,Entity_12571,Economics,2010,59.05
12572,Entity_12572,Mathematics,2011,12.78
12573,Entity_12573,ComputerScience,2015,81.99
12574,Entity_12574,Engineering,2019,96.47
12575,Entity_12575,Biology,2019,57.74
12576,Entity_12576,Engineering,2016,10.77
12577,Entity_12577,Engineering,2022,20.32
12578,Entity_12578,Mathematics,2023,17.08
12579,Entity_12579,Mathematics,2015,16.82
12580,Entity_12580,Physics,2021,17.1
12581,Entity_12581,Engineering,2022,97.98
12582,Entity_12582,ComputerScience,2015,50.82
12583,Entity_12583,Economics,2013,98.43
12584,Entity_12584,Engineering,2017,63.96
12585,Entity_12585,Physics,2015,92.2
12586,Entity_12586,Engineering,2010,95.51
12587,Entity_12587,Engineering,2014,50.2
12588,Entity_12588,Biology,2012,93.9
12589,Entity_12589,Engineering,2023,67.96
12590,Entity_12590,Economics,2015,5.63
12591,Entity_12591,ComputerScience,2011,12.47
12592,Entity_12592,Mathematics,2022,16.76
12593,Entity_12593,Mathematics,2015,51.15
12594,Entity_12594,Biology,2023,18.98
12595,Entity_12595,Biology,2021,54.79
12596,Entity_12596,Economics,2012,40.78
12597,Entity_12597,Physics,2011,98.33
12598,Entity_12598,Mathematics,2018,59.17
12599,Entity_12599,Physics,2010,26.22
12600,Entity_12600,Mathematics,2022,90.34
12601,Entity_12601,Economics,2010,70.96
12602,Entity_12602,Economics,2017,12.66
12603,Entity_12603,Economics,2016,7.67
12604,Entity_12604,Mathematics,2023,90.21
12605,Entity_12605,Physics,2019,99.17
12606,Entity_12606,Physics,2015,95.77
12607,Entity_12607,Mathematics,2021,77.05
12608,Entity_12608,Engineering,2021,37.08
12609,Entity_12609,Physics,2010,33.27
12610,Entity_12610,Mathematics,2019,41.27
12611,Entity_12611,Mathematics,2017,50.1
12612,Entity_12612,Economics,2023,9.74
12613,Entity_12613,Engineering,2013,78.74
12614,Entity_12614,Economics,2022,55.28
12615,Entity_12615,ComputerScience,2021,31.24
12616,Entity_12616,Mathematics,2017,41.76
12617,Entity_12617,Physics,2017,87.53
12618,Entity_12618,Mathematics,2022,86.93
12619,Entity_12619,ComputerScience,2011,99.73
12620,Entity_12620,ComputerScience,2018,57.43
12621,Entity_12621,Mathematics,2018,57.47
12622,Entity_12622,ComputerScience,2022,75.89
12623,Entity_12623,Mathematics,2020,92.91
12624,Entity_12624,Physics,2012,12.51
12625,Entity_12625,Physics,2013,38.51
12626,Entity_12626,Economics,2019,77.91
12627,Entity_12627,ComputerScience,2010,91.63
12628,Entity_12628,Physics,2014,46.39
12629,Entity_12629,Engineering,2021,7.96
12630,Entity_12630,Engineering,2018,63.93
12631,Entity_12631,Economics,2019,62.13
12632,Entity_12632,Physics,2010,69.0
12633,Entity_12633,Biology,2014,39.65
12634,Entity_12634,ComputerScience,2021,12.57
12635,Entity_12635,Physics,2021,83.87
12636,Entity_12636,Economics,2022,64.27
12637,Entity_12637,Economics,2024,86.17
12638,Entity_12638,Economics,2012,47.19
12639,Entity_12639,Engineering,2024,92.97
12640,Entity_12640,Engineering,2016,93.57
12641,Entity_12641,Physics,2013,52.57
12642,Entity_12642,Biology,2021,54.56
12643,Entity_12643,Economics,2020,35.92
12644,Entity_12644,Physics,2018,37.18
12645,Entity_12645,Engineering,2018,86.22
12646,Entity_12646,Economics,2016,51.74
12647,Entity_12647,ComputerScience,2018,77.52
12648,Entity_12648,Mathematics,2022,24.25
12649,Entity_12649,Economics,2017,40.2
12650,Entity_12650,Physics,2010,71.46
12651,Entity_12651,Economics,2010,64.86
12652,Entity_12652,Biology,2013,50.15
12653,Entity_12653,Mathematics,2019,58.66
12654,Entity_12654,Economics,2023,78.51
12655,Entity_12655,Engineering,2020,82.56
12656,Entity_12656,Mathematics,2015,46.79
12657,Entity_12657,Engineering,2020,26.01
12658,Entity_12658,Mathematics,2014,11.92
12659,Entity_12659,ComputerScience,2017,40.9
12660,Entity_12660,Physics,2021,43.18
12661,Entity_12661,Biology,2020,77.35
12662,Entity_12662,Mathematics,2014,65.77
12663,Entity_12663,Mathematics,2022,45.74
12664,Entity_12664,Mathematics,2019,11.8
12665,Entity_12665,Biology,2010,93.73
12666,Entity_12666,Engineering,2014,25.7
12667,Entity_12667,Economics,2020,92.04
12668,Entity_12668,Physics,2024,61.51
12669,Entity_12669,Mathematics,2020,64.05
12670,Entity_12670,Economics,2021,6.36
12671,Entity_12671,Economics,2021,78.5
12672,Entity_12672,Biology,2015,51.12
12673,Entity_12673,Mathematics,2017,51.23
12674,Entity_12674,Physics,2024,67.52
12675,Entity_12675,Mathematics,2016,66.93
12676,Entity_12676,Economics,2011,38.46
12677,Entity_12677,Economics,2014,99.6
12678,Entity_12678,Physics,2014,68.04
12679,Entity_12679,Biology,2023,95.57
12680,Entity_12680,Physics,2010,99.61
12681,Entity_12681,Engineering,2020,10.69
12682,Entity_12682,Engineering,2023,47.13
12683,Entity_12683,Biology,2011,88.14
12684,Entity_12684,Engineering,2020,86.13
12685,Entity_12685,Mathematics,2020,3.53
12686,Entity_12686,Engineering,2010,49.7
12687,Entity_12687,Economics,2013,39.4
12688,Entity_12688,Physics,2012,19.88
12689,Entity_12689,Engineering,2021,50.6
12690,Entity_12690,Mathematics,2010,24.39
12691,Entity_12691,Physics,2016,58.58
12692,Entity_12692,Economics,2015,13.86
12693,Entity_12693,Economics,2015,68.53
12694,Entity_12694,ComputerScience,2021,19.54
12695,Entity_12695,ComputerScience,2022,99.97
12696,Entity_12696,Physics,2024,82.31
12697,Entity_12697,Biology,2015,20.36
12698,Entity_12698,Biology,2013,32.04
12699,Entity_12699,Engineering,2021,33.77
12700,Entity_12700,ComputerScience,2014,62.68
12701,Entity_12701,Physics,2014,59.83
12702,Entity_12702,ComputerScience,2013,14.83
12703,Entity_12703,Physics,2013,27.52
12704,Entity_12704,Biology,2011,29.91
12705,Entity_12705,Economics,2015,88.74
12706,Entity_12706,Economics,2013,71.33
12707,Entity_12707,Mathematics,2015,35.12
12708,Entity_12708,Biology,2010,91.41
12709,Entity_12709,Physics,2010,5.05
12710,Entity_12710,ComputerScience,2017,25.9
12711,Entity_12711,Physics,2016,97.46
12712,Entity_12712,Mathematics,2024,93.4
12713,Entity_12713,Mathematics,2019,28.14
12714,Entity_12714,Biology,2022,39.77
12715,Entity_12715,Physics,2011,55.55
12716,Entity_12716,Physics,2024,66.6
12717,Entity_12717,ComputerScience,2020,15.6
12718,Entity_12718,Engineering,2021,75.83
12719,Entity_12719,ComputerScience,2023,42.43
12720,Entity_12720,ComputerScience,2017,73.76
12721,Entity_12721,ComputerScience,2024,16.23
12722,Entity_12722,Physics,2024,97.86
12723,Entity_12723,Engineering,2013,65.97
12724,Entity_12724,Engineering,2010,37.1
12725,Entity_12725,Mathematics,2014,42.51
12726,Entity_12726,Engineering,2015,25.58
12727,Entity_12727,ComputerScience,2024,26.41
12728,Entity_12728,Mathematics,2015,81.32
12729,Entity_12729,Mathematics,2019,33.96
12730,Entity_12730,Physics,2016,22.01
12731,Entity_12731,Mathematics,2016,1.66
12732,Entity_12732,Biology,2017,77.05
12733,Entity_12733,Economics,2022,67.54
12734,Entity_12734,Physics,2013,64.97
12735,Entity_12735,Biology,2016,85.92
12736,Entity_12736,Physics,2019,72.59
12737,Entity_12737,ComputerScience,2014,68.16
12738,Entity_12738,Biology,2010,3.89
12739,Entity_12739,Physics,2021,74.44
12740,Entity_12740,Physics,2016,56.99
12741,Entity_12741,Engineering,2020,98.32
12742,Entity_12742,Physics,2016,89.09
12743,Entity_12743,Economics,2010,19.19
12744,Entity_12744,Engineering,2012,15.82
12745,Entity_12745,Economics,2017,38.08
12746,Entity_12746,Mathematics,2020,3.31
12747,Entity_12747,ComputerScience,2017,77.55
12748,Entity_12748,ComputerScience,2016,64.69
12749,Entity_12749,Biology,2010,91.85
12750,Entity_12750,ComputerScience,2015,68.14
12751,Entity_12751,Physics,2010,6.53
12752,Entity_12752,Economics,2023,21.67
12753,Entity_12753,Mathematics,2019,4.28
12754,Entity_12754,Biology,2019,48.09
12755,Entity_12755,Physics,2024,12.34
12756,Entity_12756,Physics,2021,8.31
12757,Entity_12757,Engineering,2013,68.9
12758,Entity_12758,Engineering,2023,23.89
12759,Entity_12759,Engineering,2020,85.66
12760,Entity_12760,ComputerScience,2021,60.03
12761,Entity_12761,Economics,2024,38.41
12762,Entity_12762,Engineering,2019,15.52
12763,Entity_12763,ComputerScience,2023,34.38
12764,Entity_12764,ComputerScience,2017,9.42
12765,Entity_12765,Physics,2024,42.37
12766,Entity_12766,ComputerScience,2024,56.36
12767,Entity_12767,Physics,2018,24.08
12768,Entity_12768,Biology,2017,75.11
12769,Entity_12769,Physics,2017,78.16
12770,Entity_12770,Mathematics,2014,62.42
12771,Entity_12771,Mathematics,2017,73.8
12772,Entity_12772,Economics,2024,45.05
12773,Entity_12773,Physics,2024,55.2
12774,Entity_12774,Physics,2010,40.62
12775,Entity_12775,Physics,2012,69.6
12776,Entity_12776,Economics,2023,69.68
12777,Entity_12777,Engineering,2010,96.04
12778,Entity_12778,Physics,2016,97.63
12779,Entity_12779,Economics,2010,90.25
12780,Entity_12780,Mathematics,2016,70.67
12781,Entity_12781,Mathematics,2018,58.38
12782,Entity_12782,Physics,2021,88.22
12783,Entity_12783,Biology,2016,2.3
12784,Entity_12784,Economics,2016,82.03
12785,Entity_12785,ComputerScience,2020,43.23
12786,Entity_12786,Mathematics,2017,16.41
12787,Entity_12787,Engineering,2014,91.76
12788,Entity_12788,Mathematics,2012,36.82
12789,Entity_12789,Physics,2017,55.46
12790,Entity_12790,Engineering,2014,47.46
12791,Entity_12791,Economics,2024,54.1
12792,Entity_12792,ComputerScience,2017,1.36
12793,Entity_12793,Engineering,2021,60.99
12794,Entity_12794,Biology,2015,48.38
12795,Entity_12795,Biology,2022,86.89
12796,Entity_12796,Biology,2011,15.09
12797,Entity_12797,Economics,2018,50.51
12798,Entity_12798,Biology,2024,16.16
12799,Entity_12799,Mathematics,2012,40.49
12800,Entity_12800,ComputerScience,2022,60.28
12801,Entity_12801,Economics,2022,98.9
12802,Entity_12802,Biology,2020,72.24
12803,Entity_12803,Engineering,2020,75.83
12804,Entity_12804,Mathematics,2011,44.32
12805,Entity_12805,ComputerScience,2015,20.39
12806,Entity_12806,Biology,2011,64.9
12807,Entity_12807,Biology,2010,34.13
12808,Entity_12808,Engineering,2021,40.38
12809,Entity_12809,Economics,2010,79.69
12810,Entity_12810,ComputerScience,2021,84.09
12811,Entity_12811,Engineering,2016,38.42
12812,Entity_12812,Biology,2023,58.15
12813,Entity_12813,Mathematics,2020,7.35
12814,Entity_12814,Biology,2019,52.85
12815,Entity_12815,ComputerScience,2024,18.25
12816,Entity_12816,Mathematics,2012,56.11
12817,Entity_12817,Mathematics,2013,98.32
12818,Entity_12818,Engineering,2020,27.74
12819,Entity_12819,Biology,2022,2.78
12820,Entity_12820,Economics,2019,9.47
12821,Entity_12821,Economics,2018,68.41
12822,Entity_12822,Economics,2010,52.71
12823,Entity_12823,ComputerScience,2024,70.54
12824,Entity_12824,Biology,2010,69.52
12825,Entity_12825,Engineering,2020,40.64
12826,Entity_12826,ComputerScience,2015,17.88
12827,Entity_12827,Biology,2017,65.24
12828,Entity_12828,Engineering,2010,47.66
12829,Entity_12829,Mathematics,2010,29.21
12830,Entity_12830,Physics,2016,97.53
12831,Entity_12831,Economics,2015,73.47
12832,Entity_12832,Economics,2016,45.85
12833,Entity_12833,Physics,2020,91.29
12834,Entity_12834,Biology,2011,67.3
12835,Entity_12835,Mathematics,2011,10.07
12836,Entity_12836,Economics,2024,1.05
12837,Entity_12837,Engineering,2017,6.05
12838,Entity_12838,ComputerScience,2017,55.97
12839,Entity_12839,Mathematics,2010,72.92
12840,Entity_12840,ComputerScience,2015,5.76
12841,Entity_12841,Mathematics,2020,29.62
12842,Entity_12842,Biology,2012,68.92
12843,Entity_12843,Engineering,2013,70.63
12844,Entity_12844,Economics,2012,4.24
12845,Entity_12845,ComputerScience,2020,18.04
12846,Entity_12846,Biology,2015,90.54
12847,Entity_12847,Economics,2017,27.63
12848,Entity_12848,Biology,2020,69.59
12849,Entity_12849,Engineering,2023,93.77
12850,Entity_12850,Engineering,2013,86.95
12851,Entity_12851,Biology,2015,59.91
12852,Entity_12852,Engineering,2017,75.07
12853,Entity_12853,Mathematics,2023,76.25
12854,Entity_12854,Mathematics,2012,38.97
12855,Entity_12855,Engineering,2020,61.94
12856,Entity_12856,Engineering,2014,67.23
12857,Entity_12857,Physics,2010,28.85
